-1.70927	-4.69877	0.1	0.2	-5	0.1	
-1.70108	-4.70174	0.1	0.2	-5	0.1	
-1.67656	-4.71054	0.1	0.2	-5	0.1	
-1.63585	-4.72483	0.1	0.2	-5	0.1	
-1.57924	-4.74405	0.1	0.2	-5	0.1	
-1.5071	-4.76746	0.1	0.2	-5	0.1	
-1.41995	-4.79414	0.1	0.2	-5	0.1	
-1.31846	-4.82303	0.1	0.2	-5	0.1	
-1.20345	-4.85301	0.1	0.2	-5	0.1	
-1.07591	-4.88287	0.1	0.2	-5	0.1	
-0.936979	-4.91142	0.1	0.2	-5	0.1	
-0.788	-4.93752	0.1	0.2	-5	0.1	
-0.630457	-4.96009	0.1	0.2	-5	0.1	
-0.465987	-4.97824	0.1	0.2	-5	0.1	
-0.296353	-4.99121	0.1	0.2	-5	0.1	
0	-5	0.1	0.076587	-4.99848	0.1	
0	-5	0.1	0.250908	-4.99974	0.1	
0	-5	0.1	0.424658	-4.99495	0.1	
0	-5	0.1	0.595899	-4.9843	0.1	
0	-5	0.1	0.762739	-4.96823	0.1	
0	-5	0.1	0.923372	-4.9474	0.1	
0	-5	0.1	1.07611	-4.92265	0.1	
0	-5	0.1	1.21939	-4.89498	0.1	
0	-5	0.1	1.35182	-4.86552	0.1	
0	-5	0.1	1.47218	-4.83545	0.1	
0	-5	0.1	1.57941	-4.80596	0.1	
0	-5	0.1	1.67261	-4.77822	0.1	
0	-5	0.1	1.75107	-4.75333	0.1	
0	-5	0.1	1.8142	-4.73227	0.1	
0	-5	0.1	1.86157	-4.71585	0.1	
0	-5	0.1	1.89285	-4.70471	0.1	
0	-5	0.1	1.90785	-4.69928	0.1	
0	-5	0.1	1.90648	-4.69978	0.1	
0	-5	0.1	1.88873	-4.70619	0.1	
0	-5	0.1	1.85473	-4.71825	0.1	
0	-5	0.1	1.8047	-4.7355	0.1	
0	-5	0.1	1.73896	-4.75727	0.1	
0	-5	0.1	1.65798	-4.78271	0.1	
0	-5	0.1	1.56237	-4.81082	0.1	
0	-5	0.1	1.45287	-4.84049	0.1	
0	-5	0.1	1.33041	-4.87054	0.1	
0	-5	0.1	1.19606	-4.89978	0.1	
0	-5	0.1	1.05109	-4.92703	0.1	
0	-5	0.1	0.896921	-4.95119	0.1	
0	-5	0.1	0.735125	-4.97128	0.1	
0	-5	0.1	0.567418	-4.98648	0.1	
0	-5	0.1	0.395622	-4.99617	0.1	
0	-5	0.1	0.22164	-4.99995	0.1	
0	-5	0.1	0.0474149	-4.99767	0.1	
0	-5	0.1	-0.125103	-4.98942	0.1	
0	-5	0.1	-0.293998	-4.97554	0.1	
0	-5	0.1	-0.457426	-4.95659	0.1	
0	-5	0.1	-0.613642	-4.93335	0.1	
0	-5	0.1	-0.761034	-4.90677	0.1	
0	-5	0.1	-0.898139	-4.87792	0.1	
0	-5	0.1	-1.02366	-4.84795	0.1	
0	-5	0.1	-1.13647	-4.81808	0.1	
0	-5	0.1	-1.2356	-4.78947	0.1	
0	-5	0.1	-1.32027	-4.76327	0.1	
0	-5	0.1	-1.38984	-4.74051	0.1	
0	-5	0.1	-1.4438	-4.72207	0.1	
0	-5	0.1	-1.48181	-4.70867	0.1	
0	-5	0.1	-1.5036	-4.70083	0.1	
0	-5	0.1	-1.50904	-4.69885	0.1	
0	-5	0.1	-1.4981	-4.70282	0.1	
0	-5	0.1	-1.47084	-4.71257	0.1	
0	-5	0.1	-1.42744	-4.72773	0.1	
0	-5	0.1	-1.36818	-4.74772	0.1	
0	-5	0.1	-1.29348	-4.77174	0.1	
0	-5	0.1	-1.20387	-4.79887	0.1	
0	-5	0.1	-1.10005	-4.82803	0.1	
0	-5	0.1	-0.982854	-4.85807	0.1	
0	-5	0.1	-0.853307	-4.8878	0.1	
0	-5	0.1	-0.712593	-4.91601	0.1	
0	-5	0.1	-0.562065	-4.94158	0.1	
0	-5	0.1	-0.40324	-4.96348	0.1	
0	-5	0.1	-0.237775	-4.9808	0.1	
0	-5	0.1	-0.0674526	-4.99284	0.1	
0	-5	0.1	0.105855	-4.99911	0.1	
0	-5	0.1	0.280216	-4.99936	0.1	
0	-5	0.1	0.45368	-4.99356	0.1	
0	-5	0.1	0.624311	-4.98196	0.1	
0	-5	0.1	0.790231	-4.96504	0.1	
0	-5	0.1	0.94965	-4.94348	0.1	
0	-5	0.1	1.1009	-4.91817	0.1	
0	-5	0.1	1.24245	-4.89012	0.1	
0	-5	0.1	1.37294	-4.86048	0.1	
0	-5	0.1	1.49116	-4.83042	0.1	
0	-5	0.1	1.59608	-4.80114	0.1	
0	-5	0.1	1.68685	-4.77381	0.1	
